PLACES_VISITED,DONATION,BMI_RANGE,SUFFICIENT_INCOME,PERSONAL_AWARDS,AGE,MENTAL_WELLNESS_INDEX,SOCIAL_WELLNESS_INDEX,PHYSICAL_WELLNESS_INDEX,PRODUCTIVITY_INDEX,RECOVERY_WELLBEING_INDEX,STRESS_BURDEN_INDEX
-0.9730152118476476,-1.467139879523218,-0.8318937386975335,-1.6464595169829492,-0.5532490407776056,0.4155382676451976,-0.2391086646702603,-1.1227711605123694,-0.1342170008035082,-0.4025430873498091,-1.2553174626370782,0.2965683536697043
-0.3697999137104741,-0.3868456343693056,1.2020766036364985,0.6073638554031668,-0.8767643832951356,0.4155382676451976,-0.0629754023371805,0.4976039765564791,-0.3088363599472074,0.0575698105884386,0.0390728505379492,-0.0494355051725707
-0.6714075627790609,-0.3868456343693056,1.2020766036364985,0.6073638554031668,-0.5532490407776056,0.4155382676451976,-0.0629754023371805,0.055683484628611,-0.5271105588768321,-1.0927124342571812,-0.680032879003733,0.4695702830908425
1.4398459807010469,1.2335957333615633,1.2020766036364985,-1.6464595169829492,-0.2297336982600756,1.4743098135501924,-0.4152419270033398,0.3502971459138561,-0.5707653986627573,-1.0927124342571812,-1.97442319217876,1.5075818596176702
-0.6714075627790609,0.693448610784607,1.2020766036364985,0.6073638554031668,0.7408123292925144,1.4743098135501924,-0.5913751893364195,-0.091623346014011,0.6515701153431401,-0.6325995363189333,0.3267151423546215,-0.9144451522782608
-0.6714075627790609,0.1533014882076507,-0.8318937386975335,0.6073638554031668,1.3878430143275744,1.4743098135501924,0.993824171661296,1.6760586216974598,0.5206055959853653,-0.4025430873498091,0.7581785800796309,0.1235664242485665
1.4398459807010469,1.2335957333615633,1.2020766036364985,0.6073638554031668,1.3878430143275744,1.4743098135501924,1.346090696327455,1.2341381297695917,0.695224955129065,0.2876262595575628,0.6143574341712938,-1.4334509405416744
-0.0681922646418872,-1.467139879523218,-0.8318937386975335,0.6073638554031668,0.7408123292925144,-0.6432332782597974,0.4654243846620574,-0.3862370072992565,0.3023313970557412,0.517682708526687,-0.2485694412787236,0.988576071354256
0.2334153844266995,0.693448610784607,-0.8318937386975335,0.6073638554031668,1.3878430143275744,-0.6432332782597974,-0.0629754023371805,-1.1227711605123694,0.4332959164135154,1.2078520554340584,1.0458208718963025,-0.741443222857123
-0.9730152118476476,0.693448610784607,1.2020766036364985,-1.6464595169829492,-0.8767643832951356,1.4743098135501924,-1.2959082386687373,1.2341381297695917,-0.3961460395190572,-1.552825332195429,0.7581785800796302,0.8155741419331187
0.5350230334952863,-1.467139879523218,1.2020766036364985,0.6073638554031668,-0.8767643832951356,0.4155382676451976,-0.5913751893364195,-1.270077991154992,0.1277120379120414,-1.0927124342571812,-1.1114963167287415,0.4695702830908425
-0.6714075627790609,-1.467139879523218,-0.8318937386975335,0.6073638554031668,-0.5532490407776056,-0.6432332782597974,-1.119774976335658,-1.1227711605123694,-0.2651815201612824,-1.552825332195429,-0.5362117330953966,-0.0494355051725707
1.4398459807010469,0.693448610784607,1.2020766036364985,0.6073638554031668,-0.2297336982600756,-0.6432332782597974,0.993824171661296,-0.3862370072992565,-0.0905621610175826,0.0575698105884386,0.7581785800796302,-0.9144451522782608
-1.5762305099848213,0.1533014882076507,-0.8318937386975335,0.6073638554031668,-0.2297336982600756,0.4155382676451976,0.289291122328978,-0.3862370072992565,0.8698443142727649,0.9777956064649342,0.6143574341712938,0.2965683536697043
-0.9730152118476476,-0.3868456343693056,-0.8318937386975335,-1.6464595169829492,-0.5532490407776056,-0.6432332782597974,-0.4152419270033398,-0.3862370072992565,-0.5707653986627567,0.2876262595575628,0.0390728505379492,0.2965683536697043
-0.0681922646418872,1.2335957333615633,-0.8318937386975335,0.6073638554031668,0.7408123292925144,1.4743098135501924,0.8176909093282166,0.939524468484346,0.3023313970557412,-0.1724866383806857,0.9019997259879668,-0.741443222857123
